5】、7,time,lat,lng,flex,gsr,bpm
579,15:45:05,45.428212,12.36273,27,258,116
580,15:45:05,45.428212,12.36273,13,257,122
581,15:45:05,45.428212,12.36273,13,255,121
582,15:45:10,45.428172,12.362731,14,255,121
583,15:45:10,45.428172,12.362731,16,255,121
584,15:45:10,45.428172,12.362731,16,255,121
585,15:45:10,45.428172,12.362731,17,254,121
586,15:45:10,45.428172,12.362731,17,254,120
587,15:45:10,45.428172,12.362731,21,254,121
588,15:45:10,45.428172,12.362731,18,255,121
589,15:45:10,45.428172,12.362731,14,255,121
590,15:45:10,45.428172,12.362731,14,256,121
591,15:45:10,45.428172,12.362731,14,257,118
592,15:45:10,45.428172,12.362731,16,258,123
593,15:45:10,45.428172,12.362731,17,259,121
594,15:45:23,45.428021,12.36274,19,259,120
595,15:45:23,45.428021,12.36274,23,260,121
596,15:45:23,45.428021,12.36274,18,260,121
597,15:45:23,45.428021,12.36274,16,261,120
598,15:45:23,45.428021,12.36274,13,263,121
599,15:45:23,45.428021,12.36274,15,262,119
600,15:45:23,45.428021,12.36274,16,262,121
601,15:45:30,45.427936,12.362765,19,261,121
602,15:45:30,45.427936,12.362765,23,261,121
603,15:45:30,45.427936,12.362765,22,261,118
604,15:45:30,45.427936,12.362765,14,261,122
605,15:45:30,45.427936,12.362765,15,260,119
606,15:45:30,45.427936,12.362765,17,258,121
607,15:45:30,45.427936,12.362765,19,258,121
608,15:45:30,45.427936,12.362765,20,256,121
609,15:45:30,45.427936,12.362765,23,256,113
610,15:45:30,45.427936,12.362765,16,257,119
611,15:45:30,45.427936,12.362765,15,257,123
612,15:45:30,45.427936,12.362765,17,257,115
613,15:45:30,45.427936,12.362765,18,258,121
614,15:45:30,45.427936,12.362765,17,258,122
615,15:45:30,45.427936,12.362765,26,257,121
616,15:45:30,45.427936,12.362765,20,258,119
617,15:45:30,45.427936,12.362765,18,259,123
618,15:45:49,45.427737,12.36279,17,259,120
619,15:45:49,45.427737,12.36279,15,259,118
620,15:45:49,45.427737,12.36279,17,260,120
621,15:45:49,45.427737,12.36279,18,260,119
622,15:45:49,45.427737,12.36279,22,259,118
623,15:45:49,45.427737,12.36279,29,260,118
624,15:45:49,45.427737,12.36279,27,351,117
625,15:45:56,45.427659,12.362782,17,262,121
626,01:14:58,45.427636,1.362792,16,260,121
627,01:14:58,45.427636,1.362792,17,260,119
628,01:14:58,45.427636,1.362792,19,353,116
629,01:14:58,45.427636,1.362792,21,356,120
630,01:14:58,45.427636,1.362792,19,280,117
631,01:14:58,45.427636,1.362792,19,332,119
632,01:14:58,45.427636,1.362792,15,339,122
633,01:14:58,45.427636,1.362792,15,329,119
634,01:14:58,45.427636,1.362792,17,325,122
635,01:14:58,45.427636,1.362792,16,360,121
636,01:14:58,45.427636,1.362792,24,369,116
637,01:14:58,45.427636,1.362792,25,371,120
638,01:14:58,45.427636,1.362792,20,372,121
639,01:14:58,45.427636,1.362792,15,371,116
640,01:14:58,45.427636,1.362792,18,355,111
641,01:14:58,45.427636,1.362792,20,369,104
642,01:14:58,45.427636,1.362792,24,366,110
643,01:14:58,45.427636,1.362792,35,364,112
644,01:14:58,45.427636,1.362792,18,364,114
645,01:14:58,45.427636,1.362792,17,320,120
646,01:14:58,45.427636,1.362792,19,350,122
647,15:46:20,45.427407,12.362873,19,352,124
648,15:46:20,45.427407,12.362873,25,335,121
649,15:46:20,45.427407,12.362873,27,350,121
650,15:46:20,45.427407,12.362873,18,357,120
651,15:46:20,45.427407,12.362873,14,361,123
652,15:46:20,45.427407,12.362873,17,361,120
653,15:46:20,45.427407,12.362873,19,365,121
654,15:46:20,45.427407,12.362873,21,363,120
655,15:46:29,0,0,31,364,121
656,15:46:29,0,0,32,360,109
657,15:46:29,0,0,16,365,105
658,15:46:29,0,0,15,365,108
659,15:46:33,45.42727,12.362893,18,364,118
660,15:46:33,45.42727,12.362893,21,363,122
661,15:46:36,45.427244,12.362893,24,345,122
662,15:46:36,45.427244,12.362893,32,265,125
663,15:46:38,45.42723,12.362891,24,335,119
664,15:46:38,45.42723,12.362891,14,359,123
665,15:46:38,45.42723,12.362891,16,368,124
666,15:46:38,45.42723,12.362891,17,373,126
667,15:46:38,45.42723,12.362891,20,373,124
668,15:46:38,45.42723,12.362891,29,370,122
669,15:46:38,45.42723,12.362891,25,372,121
670,15:46:45,45.42715,12.362909,15,374,121
671,15:46:45,45.42715,12.362909,14,367,121
672,15:46:45,45.42715,12.362909,14,367,121
673,15:46:45,45.42715,12.362909,18,366,121
674,15:46:45,45.42715,12.362909,19,365,121
675,15:46:51,45.427075,12.362932,26,274,121
676,15:46:51,45.427075,12.362932,30,267,121
677,15:46:53,0,0,17,266,120
678,15:46:53,0,0,14,265,121
679,15:46:53,0,0,13,301,121
680,15:46:53,0,0,16,264,121
681,15:46:53,0,0,17,262,119
682,15:46:58,45.426992,12.362966,18,262,122
683,15:46:58,45.426992,12.362966,25,260,114
684,15:46:58,45.426992,12.362966,38,262,116
685,15:46:58,45.426992,12.362966,32,260,114
686,15:47:03,45.426952,12.362972,16,314,119
687,15:47:03,45.426952,12.362972,14,317,120
688,15:47:03,45.426952,12.362972,15,261,121
689,15:47:03,45.426952,12.362972,17,260,124
690,15:47:03,45.426952,12.362972,20,260,124
691,15:47:03,45.426952,12.362972,23,259,122
692,15:47:03,45.426952,12.362972,19,258,121
693,15:47:03,45.426952,12.362972,12,257,120
694,15:47:03,45.426952,12.362972,12,257,120
695,15:47:03,45.426952,12.362972,13,257,121
696,15:47:03,45.426952,12.362972,16,258,121
697,15:47:03,45.426952,12.362972,16,257,121
698,15:47:16,45.426841,12.362998,20,257,119
699,15:47:16,45.426841,12.362998,24,258,120
700,15:47:16,45.426841,12.362998,16,258,121
701,15:47:16,45.426841,12.362998,12,259,121
702,15:47:16,45.426841,12.362998,13,259,121
703,15:47:16,45.426841,12.362998,16,260,121
704,15:47:16,45.426841,12.362998,17,259,121
705,15:47:16,45.426841,12.362998,20,258,121
706,15:47:16,45.426841,12.362998,21,256,115
707,15:47:16,45.426841,12.362998,12,255,123
708,15:47:16,45.426841,12.362998,15,254,118
709,15:47:16,45.426841,12.362998,17,255,121
710,15:47:29,45.426709,12.363107,19,254,121
711,15:47:29,45.426709,12.363107,27,255,122
712,15:47:29,45.426709,12.363107,20,255,116
713,15:47:29,45.426709,12.363107,14,254,122
714,15:47:29,45.426709,12.363107,14,254,118
715,15:47:29,45.426709,12.363107,13,256,121
716,15:47:29,45.426709,12.363107,16,256,119
717,15:47:29,45.426709,12.363107,16,257,123
718,15:47:29,45.426709,12.363107,31,256,121
719,15:47:29,45.426709,12.363107,27,258,119
720,15:47:29,45.426709,12.363107,17,259,121
721,15:47:29,45.426709,12.363107,16,259,121
722,15:47:42,45.426695,12.363334,16,259,118
723,15:47:42,45.426695,12.363334,16,260,121
724,15:47:42,45.426695,12.363334,19,261,120
725,15:47:42,45.426695,12.363334,28,260,115
726,15:47:42,45.426695,12.363334,28,262,111
727,15:47:42,45.426695,12.363334,28,263,105
728,15:47:42,45.426695,12.363334,21,263,116
729,15:47:42,45.426695,12.363334,18,263,118
730,15:47:50,45.426721,12.363448,16,264,123
731,15:47:50,45.426721,12.363448,18,266,119
732,15:47:50,45.426721,12.363448,17,265,122
733,144:54:00,45.426733,56274.18501,19,265,117
734,15:47:55,45.426737,12.363534,20,269,123
735,15:47:55,45.426737,12.363534,26,266,126
736,15:47:55,45.426737,12.363534,15,266,123
737,15:47:55,45.426737,12.363534,14,265,117
738,15:47:55,45.426737,12.363534,13,264,123
739,15:47:55,45.426737,12.363534,13,265,126
740,15:47:55,45.426737,12.363534,14,266,127
741,15:47:55,45.426737,12.363534,15,266,123
742,15:47:55,45.426737,12.363534,15,266,120
743,15:47:55,45.426737,12.363534,16,265,120
744,15:47:55,45.426737,12.363534,20,264,120
745,15:47:55,45.426737,12.363534,15,264,121
746,15:48:08,45.426769,12.363736,15,264,121
747,15:48:08,45.426769,12.363736,13,263,121
748,15:48:08,45.426769,12.363736,13,263,120
749,15:48:08,45.426769,12.363736,16,264,108
750,15:48:08,45.426769,12.363736,18,264,118
751,15:48:08,45.426769,12.363736,21,264,121
752,15:48:08,45.426769,12.363736,20,265,122
753,15:48:15,45.426781,12.363808,20,266,120
754,15:48:15,45.426781,12.363808,11,266,125
755,15:48:15,45.426781,12.363808,13,266,122
756,15:48:15,45.426781,12.363808,13,266,119
757,15:48:15,45.426781,12.363808,14,266,121
758,15:48:21,45.4268,12.363881,16,267,105
759,15:48:21,45.4268,12.363881,18,267,116
760,15:48:21,45.4268,12.363881,25,267,122
761,15:48:21,45.4268,12.363881,27,266,118
762,15:48:21,45.4268,12.363881,14,266,110
763,15:48:21,45.4268,12.363881,14,265,104
764,15:48:21,45.4268,12.363881,15,265,114
765,15:48:28,45.426819,12.363979,16,266,112
766,15:48:28,45.426819,12.363979,23,264,120
767,15:48:28,45.426819,12.363979,28,266,117
768,15:48:28,45.426819,12.363979,13,266,123
769,15:48:28,45.426819,12.363979,14,266,123
770,15:48:28,45.426819,12.363979,22,266,119
771,15:48:28,45.426819,12.363979,24,265,122
772,15:48:28,45.426819,12.363979,17,266,111
773,15:48:28,45.426819,12.363979,13,266,116
774,15:48:28,45.426819,12.363979,13,265,122
775,15:48:28,45.426819,12.363979,17,266,126
776,15:48:28,45.426819,12.363979,21,265,123
777,15:48:41,45.426851,12.364115,22,266,121
778,15:48:41,45.426851,12.364115,11,267,121
779,15:48:41,45.426851,12.364115,12,266,121
780,15:48:41,45.426851,12.364115,13,267,118
781,15:48:46,45.426849,0,15,267,121
782,15:48:46,45.426849,0,16,267,121
783,15:48:46,45.426849,0,19,267,117
784,15:48:46,45.426849,0,25,266,121
785,15:48:46,45.426849,0,27,267,119
786,15:48:46,45.426849,0,19,267,121
787,15:48:46,45.426849,0,12,267,121
788,15:48:46,45.426849,0,13,267,117
789,15:48:46,45.426849,0,13,268,123
790,15:48:46,45.426849,0,15,268,121
791,15:48:46,45.426849,0,16,268,121
792,15:48:46,45.426849,0,20,267,121
793,15:48:46,45.426849,0,28,266,116
794,15:48:46,45.426849,0,16,266,121
795,15:49:02,0,0,12,265,119
796,15:49:02,0,0,13,265,113
797,15:49:02,0,0,15,265,115
798,15:49:02,0,0,14,265,111
799,15:49:02,0,0,16,266,114
800,15:49:02,0,0,18,265,121
801,15:49:02,0,0,28,264,123
802,15:49:02,0,0,26,263,125
803,15:49:02,0,0,16,264,126
804,15:49:02,0,0,12,265,124
805,15:49:02,0,0,14,265,125
806,15:49:02,0,0,14,265,122
807,15:49:02,0,0,14,265,117
808,15:49:02,0,0,18,265,121
809,15:49:02,0,0,21,266,121
810,15:49:17,45.426977,12.364592,14,266,113
811,15:49:17,45.426977,12.364592,12,267,120
812,15:49:17,45.426977,12.364592,12,267,122
813,15:49:17,45.426977,12.364592,13,267,121
814,15:49:17,45.426977,12.364592,15,267,121
815,15:49:17,45.426977,12.364592,16,267,120
816,15:49:17,45.426977,12.364592,17,267,121
817,15:49:17,45.426977,12.364592,19,266,121
818,15:49:17,45.426977,12.364592,24,267,119
819,15:49:17,45.426977,12.364592,31,268,120
820,15:49:17,45.426977,12.364592,15,267,119
821,15:49:29,45.427019,12.364796,12,267,121
822,15:49:29,45.427019,12.364796,16,267,114
823,15:49:29,45.427019,12.364796,15,269,108
824,15:49:29,45.427019,12.364796,14,269,117
825,15:49:34,45.427033,12.364883,17,269,120
826,15:49:34,45.427033,12.364883,23,268,123
827,15:49:34,45.427033,12.364883,17,268,111
828,15:49:34,45.427033,12.364883,17,267,119
829,15:49:34,45.427033,12.364883,14,265,121
830,15:49:34,45.427033,12.364883,13,264,124
831,15:49:34,45.427033,12.364883,13,263,123
832,15:49:41,45.427053,12.364984,16,263,126
833,15:49:41,45.427053,12.364984,17,262,119
834,15:49:41,45.427053,12.364984,20,262,124
835,15:49:41,45.427053,12.364984,12,262,123
836,15:49:41,45.427053,12.364984,12,262,121
837,15:49:47,45.427079,12.365071,13,262,121
838,15:49:47,45.427079,12.365071,16,263,120
839,15:49:47,45.427079,12.365071,21,262,121
840,15:49:47,45.427079,12.365071,30,263,121
841,15:49:47,45.427079,12.365071,11,263,121
842,15:49:47,45.427079,12.365071,13,264,117
843,15:49:47,45.427079,12.365071,14,264,123
844,15:49:54,45.427088,12.365116,17,264,120
845,15:49:54,45.427088,12.365116,30,265,122
846,15:49:54,45.427088,12.365116,12,265,121
847,15:49:54,45.427088,12.365116,14,265,121
848,15:49:54,45.427088,12.365116,16,266,121
849,15:50:00,45.42709,12.365118,22,266,120
850,15:50:00,45.42709,12.365118,12,267,121
851,15:50:00,45.42709,12.365118,18,267,121
852,15:50:00,45.42709,12.365118,25,267,121
853,15:50:00,45.42709,12.365118,11,267,121
854,15:50:00,45.42709,12.365118,15,267,121
855,15:50:00,45.42709,12.365118,22,267,114
856,15:50:07,45.427121,12.365125,12,267,120
857,15:50:07,45.427121,12.365125,14,267,122
858,15:50:07,45.427121,12.365125,15,269,121
859,15:50:07,45.427121,12.365125,16,268,121
860,15:50:07,45.427121,12.365125,11,267,120
861,15:50:07,45.427121,12.365125,13,267,121
862,15:50:07,45.427121,12.365125,14,267,121
863,15:50:07,45.427121,12.365125,15,267,121
864,15:50:07,45.427121,12.365125,15,268,121
865,15:50:07,45.427121,12.365125,12,266,121
866,15:50:07,45.427121,12.365125,16,263,121
867,15:50:07,45.427121,12.365125,16,261,119
868,15:50:20,45.427139,12.365162,12,263,122
869,15:50:20,45.427139,12.365162,13,264,122
870,15:50:20,45.427139,12.365162,65,264,111
871,15:50:20,45.427139,12.365162,40,266,110
872,15:50:25,45.427139,12.365175,16,267,109
873,15:50:26,0,0,18,267,117
874,15:50:26,0,0,17,268,121
875,15:50:26,0,0,11,267,121
876,15:50:26,0,0,14,264,122
877,15:50:26,0,0,13,265,122
878,15:50:26,0,0,25,266,125
879,15:50:32,45.427136,12.365188,27,266,126
880,15:50:32,45.427136,12.365188,10,267,122
881,15:50:32,45.427136,12.365188,13,267,122
882,15:50:32,45.427136,12.365188,10,268,122
883,15:50:37,45.427133,12.365194,13,268,121
884,15:50:38,0.710466,12.365194,32,268,121
885,15:50:38,0.710466,12.365194,12,269,121
886,15:50:38,0.710466,12.365194,11,270,121
887,15:50:38,0.710466,12.365194,11,270,121
888,15:50:38,0.710466,12.365194,11,270,121
889,15:50:38,0.710466,12.365194,13,270,121
890,15:50:38,0.710466,12.365194,21,270,121
891,15:50:38,0.710466,12.365194,10,270,119
892,15:50:38,0.710466,12.365194,12,271,120
893,15:50:38,0.710466,12.365194,14,271,120
894,15:50:38,0.710466,12.365194,7,270,119
895,15:50:38,0.710466,12.365194,9,271,119
896,15:50:38,0.710466,12.365194,7,271,121
897,15:50:38,0.710466,12.365194,9,270,121
898,15:50:38,0.710466,12.365194,9,269,121
899,15:50:38,0.710466,12.365194,7,266,121
900,15:50:38,0.710466,12.365194,7,263,121
901,15:50:38,0.710466,12.365194,9,261,121
902,15:50:38,0.710466,12.365194,10,258,121
903,15:50:38,0.710466,12.365194,13,255,121
904,15:50:38,0.710466,12.365194,10,254,121
905,15:51:01,45.427082,12.365201,12,253,117
906,15:51:01,45.427082,12.365201,13,253,120
907,15:51:01,45.427082,12.365201,24,254,120
908,15:51:01,45.427082,12.365201,12,254,121
909,15:51:01,45.427082,12.365201,18,254,121
910,15:51:01,45.427082,12.365201,11,255,121
911,15:51:01,45.427082,12.365201,13,255,119
912,15:51:08,45.427074,12.36519,29,256,121
913,15:51:08,45.427074,12.36519,9,256,121
914,15:51:08,45.427074,12.36519,7,257,121
915,15:51:08,45.427074,12.36519,10,258,119
916,15:51:13,45.427071,12.365188,15,258,118
917,15:51:13,45.427071,12.365188,9,258,120
918,15:51:13,45.427071,12.365188,20,259,121
919,15:51:13,45.427071,12.365188,10,260,121
920,15:51:13,45.427071,12.365188,14,260,121
921,15:51:13,45.427071,12.365188,25,261,118
922,15:51:13,45.427071,12.365188,7,260,117
923,15:51:21,45.427064,56655.06667,8,262,121
924,15:51:21,45.427064,56655.06667,6,262,120
925,15:51:21,45.427064,56655.06667,6,263,121
926,15:51:21,45.427064,56655.06667,6,263,121
927,15:51:21,45.427064,56655.06667,6,264,121
928,15:51:21,45.427064,56655.06667,6,264,119
929,15:51:21,45.427064,56655.06667,8,264,121
930,15:51:21,45.427064,56655.06667,10,264,121
931,15:51:21,45.427064,56655.06667,9,264,121
932,15:51:21,45.427064,56655.06667,7,263,121
933,15:51:31,45.427056,12.365171,7,263,120
934,15:51:31,45.427056,12.365171,8,264,121
935,15:51:31,45.427056,12.365171,8,263,121
936,15:51:31,45.427056,12.365171,11,263,121
937,15:51:36,0,0,13,263,119
938,15:51:36,0,0,15,263,120
939,15:51:36,0,0,16,263,121
940,15:51:36,0,0,18,263,121
941,15:51:36,0,0,17,263,121
942,15:51:36,0,0,8,262,121
943,15:51:36,0,0,12,261,121
944,15:51:36,0,0,15,260,121
945,15:51:36,0,0,13,260,121
946,15:51:45,45.427045,12.365173,17,260,121
947,15:51:45,45.427045,12.365173,21,261,121
948,15:51:45,45.427045,12.365173,16,261,121
949,15:51:45,45.427045,12.365173,23,261,121
950,15:51:45,45.427045,12.365173,19,261,121
951,01:14:55,45.42704,12.365173,22,262,121
952,01:14:55,45.42704,12.365173,12,262,119
953,01:14:14,45.427039,1.365172,17,262,121
954,01:14:14,45.427039,1.365172,19,262,121
955,01:14:14,45.427039,1.365172,15,262,121
956,01:14:14,45.427039,1.365172,15,262,119
957,01:14:14,45.427039,1.365172,14,263,120
958,01:14:14,45.427039,1.365172,16,262,120
959,01:14:14,45.427039,1.365172,20,265,120
960,01:14:14,45.427039,1.365172,19,261,113
961,01:14:14,45.427039,1.365172,19,261,121
962,01:14:14,45.427039,1.365172,23,260,119
963,01:14:14,45.427039,1.365172,23,261,120
964,01:14:14,45.427039,1.365172,21,262,120
965,01:14:14,45.427039,1.365172,23,263,119
966,01:14:14,45.427039,1.365172,24,263,120
967,01:14:14,45.427039,1.365172,21,263,121
968,01:14:14,45.427039,1.365172,22,263,121
969,01:14:14,45.427039,1.365172,22,263,121
970,01:14:14,45.427039,1.365172,20,263,121
971,01:14:14,45.427039,1.365172,18,263,119
972,15:52:14,45.42703,12.365171,21,264,117
973,15:52:14,45.42703,12.365171,20,263,119
974,15:52:14,45.42703,12.365171,22,263,120
975,15:52:14,45.42703,12.365171,22,263,118
976,15:52:14,45.42703,12.365171,21,264,117
977,15:52:14,45.42703,12.365171,20,264,121
978,15:52:14,45.42703,12.365171,23,264,117
979,15:52:21,45.427027,12.365169,18,264,121
980,15:52:21,45.427027,12.365169,16,264,121
981,15:52:21,45.427027,12.365169,14,265,121
982,15:52:21,45.427027,12.365169,13,265,121
983,15:52:21,45.427027,12.365169,10,265,121
984,15:52:27,45.427026,12.365168,10,265,121
985,15:52:27,45.427026,12.365168,16,264,121
986,15:52:27,45.427026,12.365168,9,264,115
987,15:52:27,45.427026,12.365168,15,264,121
988,15:52:27,45.427026,12.365168,17,265,121
989,15:52:27,45.427026,12.365168,13,265,121
990,15:52:27,45.427026,12.365168,14,264,121
991,15:52:34,45.427025,12.365165,14,265,121
992,15:52:34,45.427025,12.365165,11,266,121
993,15:52:34,45.427025,12.365165,11,265,122
994,15:52:34,45.427025,12.365165,11,265,119
995,15:52:34,45.427025,12.365165,11,265,121
996,15:52:40,45.427024,12.365165,11,265,121
997,15:52:40,45.427024,12.365165,12,264,121
998,15:52:40,45.427024,12.365165,11,262,120
999,15:52:40,45.427024,12.365165,10,261,119
1000,15:52:40,45.427024,12.365165,11,261,118
1001,15:52:45,45.427024,12.365166,12,261,121
1002,15:52:45,45.427024,12.365166,12,261,121
1003,15:52:47,45.427025,12.365167,12,261,120
1004,15:52:47,45.427025,12.365167,10,261,121
1005,15:52:47,45.427025,12.365167,10,260,114
1006,15:52:47,45.427025,12.365167,11,260,120
1007,15:52:47,45.427025,12.365167,10,260,122
1008,15:52:47,45.427025,12.365167,16,260,121
1009,15:52:47,45.427025,12.365167,18,259,119
1010,15:52:47,45.427025,12.365167,21,260,119
1011,15:52:47,45.427025,12.365167,23,260,119
1012,15:52:47,45.427025,12.365167,22,259,114
1013,15:52:47,45.427025,12.365167,25,260,121
1014,15:52:47,45.427025,12.365167,43,260,123
1015,15:52:47,45.427025,12.365167,35,260,122
1016,15:52:47,45.427025,12.365167,31,259,116
1017,15:52:47,45.427025,12.365167,29,259,123
1018,15:52:47,45.427025,12.365167,28,259,126
1019,15:53:05,45.427033,12.365174,32,258,123
1020,15:53:05,45.427033,12.365174,28,258,122
1021,15:53:05,45.427033,12.365174,30,258,121
1022,15:53:05,45.427033,12.365174,31,257,117
1023,15:53:05,45.427033,12.365174,24,257,120
1024,15:53:05,45.427033,12.365174,23,258,121
1025,15:53:05,45.427033,12.365174,13,258,121
1026,15:53:12,45.427035,12.365178,14,258,118
1027,15:53:12,45.427035,12.365178,12,258,121
1028,15:53:12,45.427035,12.365178,12,259,121
1029,15:53:12,45.427035,12.365178,15,260,120
1030,15:53:12,45.427035,12.365178,16,258,115
1031,15:53:12,45.427035,12.365178,20,257,120
1032,15:53:12,45.427035,12.365178,16,256,124
1033,15:53:20,0,0,14,255,118
1034,15:53:20,0,0,17,255,122
1035,15:53:20,0,0,15,255,121
1036,15:53:20,0,0,17,255,120
1037,15:53:20,0,0,20,255,120
1038,15:53:20,0,0,19,255,121
1039,15:53:20,0,0,24,254,119
1040,15:53:20,0,0,25,254,120
1041,15:53:29,45.42704,12.365189,23,253,120
1042,15:53:29,45.42704,12.365189,21,252,120
1043,15:53:29,45.42704,12.365189,12,252,119
1044,15:53:29,45.42704,12.365189,10,252,121
1045,15:53:29,45.42704,12.365189,9,252,121
1046,15:53:29,45.42704,12.365189,12,252,120
1047,15:53:29,45.42704,12.365189,12,251,120
1048,15:53:36,45.427037,12.365187,13,249,121
1049,15:53:36,45.427037,12.365187,12,248,121
1050,15:53:36,45.427037,12.365187,16,249,119
1051,15:53:36,45.427037,12.365187,16,249,113
1052,15:53:36,45.427037,12.365187,16,249,118
1053,15:53:36,45.427037,12.365187,16,250,117
1054,15:53:36,45.427037,12.365187,14,250,120
1055,15:53:36,45.427037,12.365187,13,250,125
1056,15:53:36,45.427037,12.365187,13,251,126
1057,15:53:36,45.427037,12.365187,15,251,120
1058,15:53:36,45.427037,12.365187,17,251,123
1059,15:53:36,45.427037,12.365187,12,252,122
1060,15:53:36,45.427037,12.365187,14,252,121
1061,15:53:36,45.427037,12.365187,18,253,106
1062,15:53:36,45.427037,12.365187,21,251,110
1063,15:53:36,45.427037,12.365187,21,249,120
1064,15:53:54,45.427037,12.365193,16,247,125
1065,15:53:54,45.427037,12.365193,15,242,122
1066,15:53:54,45.427037,12.365193,17,237,126
1067,15:53:54,45.427037,12.365193,16,236,122
1068,15:53:54,45.427037,12.365193,13,235,124
1069,15:53:54,45.427037,12.365193,18,235,123
1070,15:53:54,45.427037,12.365193,17,234,120
1071,15:54:01,45.427037,12.365195,9,235,121
1072,15:54:03,45.427039,56656.33333,11,235,121
1073,15:54:03,45.427039,56656.33333,11,236,118
1074,15:54:03,45.427039,56656.33333,14,237,121
1075,15:54:03,45.427039,56656.33333,15,238,119
1076,15:54:03,45.427039,56656.33333,9,239,121
1077,01:15:09,45.42704,1.365197,14,240,121
1078,01:15:09,45.42704,1.365197,16,241,120
1079,01:15:09,45.42704,1.365197,12,241,120
1080,01:15:09,45.42704,1.365197,14,242,122
1081,01:15:09,45.42704,1.365197,10,243,121
1082,01:15:09,45.42704,1.365197,11,243,121
1083,15:54:14,45.42704,12.365197,15,244,121
1084,15:54:14,45.42704,12.365197,15,245,121
1085,15:54:14,45.42704,12.365197,19,245,116
1086,15:54:14,45.42704,12.365197,13,246,120
1087,15:54:19,45.427041,12.365197,12,246,121
1088,15:54:19,45.427041,12.365197,12,247,121
1089,15:54:19,45.427041,12.365197,13,247,120
1090,15:54:19,45.427041,12.365197,13,247,121
1091,15:54:19,45.427041,12.365197,13,247,121
1092,15:54:19,45.427041,12.365197,11,248,121
1093,15:54:19,45.427041,12.365197,12,246,121
1094,15:54:19,45.427041,12.365197,12,247,121
1095,15:54:19,45.427041,12.365197,13,247,121
1096,15:54:19,45.427041,12.365197,14,247,119
1097,15:54:19,45.427041,12.365197,12,247,121
1098,15:54:19,45.427041,12.365197,12,247,121
1099,15:54:19,45.427041,12.365197,12,245,120
1100,15:54:19,45.427041,12.365197,12,244,121
1101,15:54:19,45.427041,12.365197,13,243,121
1102,15:54:19,45.427041,12.365197,12,244,121
1103,15:54:19,45.427041,12.365197,12,243,117
1104,15:54:19,45.427041,12.365197,12,243,121
1105,15:54:19,45.427041,12.365197,13,239,121
1106,15:54:39,45.42704,12.365201,11,242,117
1107,15:54:39,45.42704,12.365201,14,239,111
1108,15:54:39,45.42704,12.365201,14,227,118
1109,02:45:44,45.42704,0.365202,11,237,122
1110,15:54:44,45.427041,12.365203,11,239,124
1111,15:54:44,45.427041,12.365203,14,240,122
1112,01:14:54,45.42704,0,21,239,121
1113,01:14:54,45.42704,0,14,237,119
1114,151:80:00,45.42704,1.365204,15,236,121
1115,151:80:00,45.42704,1.365204,18,236,119
1116,151:80:00,45.42704,1.365204,16,236,121
1117,151:80:00,45.42704,1.365204,13,236,121
1118,151:80:00,45.42704,1.365204,13,237,121
1119,151:80:00,45.42704,1.365204,11,237,118
1120,151:80:00,45.42704,1.365204,17,237,121
1121,151:80:00,45.42704,1.365204,17,239,119
1122,15:54:57,45.427042,12.365206,18,241,119
1123,15:54:57,45.427042,12.365206,20,247,123
1124,15:54:57,45.427042,12.365206,20,251,118
1125,15:54:57,45.427042,12.365206,22,253,120
1126,15:54:57,45.427042,12.365206,27,250,121
1127,15:54:57,45.427042,12.365206,29,235,111
1128,15:54:57,45.427042,12.365206,28,235,120
1129,15:55:04,45.427041,12.365207,27,244,123
1130,15:55:04,45.427041,12.365207,17,252,122
1131,15:55:04,45.427041,12.365207,18,251,120
1132,15:55:04,45.427041,12.365207,21,247,121
1133,15:55:04,45.427041,12.365207,17,248,121
1134,15:55:04,45.427041,12.365207,15,247,118
1135,15:55:04,45.427041,12.365207,17,248,121
1136,15:55:04,45.427041,12.365207,16,248,119
1137,15:55:04,45.427041,12.365207,16,242,119
1138,15:55:04,45.427041,12.365207,15,242,117
1139,15:55:04,45.427041,12.365207,15,245,121
1140,15:55:04,45.427041,12.365207,16,244,120
1141,15:55:04,45.427041,12.365207,20,240,121
1142,15:55:19,0.710373,12.365209,20,239,121
1143,15:55:19,0.710373,12.365209,23,236,120
1144,15:55:19,0.710373,12.365209,29,236,121
1145,15:55:22,45.427039,12.36521,25,236,120
1146,15:55:22,45.427039,12.36521,25,235,121
1147,15:55:22,45.427039,12.36521,23,235,121
1148,15:55:22,45.427039,12.36521,21,236,119
1149,15:55:22,45.427039,12.36521,21,236,119
1150,15:55:22,45.427039,12.36521,28,236,122
1151,15:55:22,45.427039,12.36521,23,236,120
1152,15:55:29,45.427039,12.36521,21,237,121
1153,15:55:29,45.427039,12.36521,17,238,120
1154,15:55:29,45.427039,12.36521,12,238,117
1155,15:55:29,45.427039,12.36521,12,238,116
1156,15:55:34,45.427039,1.369333,15,239,123
1157,15:55:34,45.427039,1.369333,13,237,126
1158,15:55:34,45.427039,1.369333,12,243,113
1159,15:55:34,45.427039,1.369333,12,246,117
1160,15:55:34,45.427039,1.369333,11,248,111
1161,15:55:34,45.427039,1.369333,11,215,101
1162,15:55:34,45.427039,1.369333,11,233,101
1163,15:55:34,45.427039,1.369333,9,253,101
1164,15:55:42,45.427036,12.36522,11,297,91
1165,15:55:42,45.427036,12.36522,10,279,80
1166,15:55:42,45.427036,12.36522,10,292,74
